feature,class_label,class_number
"[-3.80747192e+02  9.85842514e+01 -1.10447784e+02 -4.48306322e-01
  6.99864209e-01 -1.03114195e+01 -3.78102469e+00 -1.33314133e+00
  3.40295172e+00 -2.54875135e+00 -4.47316074e+00  3.39157917e-02
  1.16995153e+01 -4.76701069e+00 -6.83294153e+00  3.75318384e+00
 -2.69019365e+00 -2.48178554e+00 -2.04365063e+00 -1.92555320e+00
  7.04632998e-01  1.09350228e+00 -1.83059418e+00 -3.98067534e-01
  2.20658350e+00 -2.36173481e-01 -3.09961414e+00 -6.56241298e-01
  9.28360343e-01 -2.31828284e+00  6.11096203e-01  6.24246180e-01
 -1.21753752e+00  7.50526667e-01  7.94224501e-01 -1.08987582e+00
 -1.70303702e+00  1.64901721e+00 -3.67445856e-01 -1.24626791e+00]",cliswa,0
"[-3.78668884e+02  1.13106804e+02 -1.17685783e+02 -1.01872339e+01
  3.74572009e-01 -1.27826014e+01 -6.97690201e+00 -4.12129074e-01
  6.81261495e-02 -2.50089741e+00 -2.10330606e+00 -9.44863796e-01
  1.23207388e+01 -3.90815210e+00 -5.11015749e+00  5.33853960e+00
 -8.43559206e-01 -5.75872779e-01 -2.02430964e+00 -8.71664166e-01
  4.94655728e-01 -2.09039032e-01 -1.24339020e+00  7.78461337e-01
  3.03728747e+00 -4.35115248e-01 -3.27367020e+00 -6.93034530e-01
  1.08769619e+00 -1.29697549e+00  4.41501200e-01  5.05176365e-01
 -8.38633537e-01  1.65397257e-01  6.18837953e-01 -1.10458982e+00
 -1.61110961e+00  1.39174545e+00 -8.28663290e-01 -9.80064094e-01]",cliswa,0
"[-3.8518518e+02  1.1647052e+02 -1.1560764e+02 -8.0982432e-02
 -7.9625025e+00 -1.4600583e+01 -1.0480717e+01  1.4194282e+00
  1.7179893e+00 -3.0645280e+00  1.5686318e+00 -1.6223910e+00
  1.1784215e+01 -2.7256632e+00 -3.4904017e+00  4.6930113e+00
  9.7302634e-01 -4.5028940e-01 -3.6405191e+00 -1.1113693e+00
 -1.3138741e+00  1.9437296e+00 -5.6227076e-01 -6.6246316e-02
  3.8634298e+00  7.5412637e-01 -2.2331975e+00 -1.3432736e+00
  1.1184233e+00 -1.2123423e+00 -5.9040082e-01 -1.9344312e-01
  2.6179180e-01  3.6272150e-01 -2.1770556e-01 -4.6504223e-01
 -1.8949951e+00 -5.1631707e-01 -8.2653016e-01 -9.9528676e-01]",cliswa,0
"[-6.3114471e+02  5.4564106e+01 -1.8325771e+02 -5.6114230e+00
 -5.9576347e+01 -2.1710495e+01 -1.7970713e+01  1.0457516e+01
  1.2147369e+00  9.4865364e-01  9.3495235e+00 -1.4408016e+01
  5.8929644e+00 -6.8762798e+00  9.7873554e+00  4.5649652e+00
  9.7589769e+00  1.4455088e+01  8.5657949e+00  1.3962956e+01
  5.3974471e+00  1.4000957e+01  4.8803558e+00  8.3600216e+00
  2.8809092e+00  3.0891707e+00  4.0790162e+00 -1.3699093e+00
  5.9414816e+00 -9.9814188e-01  4.2101440e+00  1.9995600e+00
  5.0677977e+00  4.4736438e+00  2.7033396e+00  3.4838340e+00
 -1.9349600e-01  4.6884775e+00 -6.1121786e-01  2.7228029e+00]",cliswa,0
"[-4.0971796e+02  1.2959319e+02 -5.0645302e+01  5.6157803e+01
 -1.3567488e+01  1.3948402e+01 -1.4009207e+01 -2.1708822e+00
 -8.6060677e+00 -7.0562687e+00  2.1559680e+00 -8.4274979e+00
  8.3440409e+00 -4.2786198e+00  5.4740000e+00 -5.2811007e+00
 -2.1745183e+00 -4.3236942e+00 -4.5084105e+00 -3.3684492e-01
 -6.0571938e+00  6.9018674e-01 -6.6883974e+00  1.0251490e+00
 -2.5972986e+00 -1.0291752e+00 -1.2548950e+00 -3.3696504e+00
 -1.2054769e+00 -4.1242266e+00  1.6974306e-01 -3.7614515e+00
 -3.8827711e-01 -3.0187507e+00 -1.6506152e+00 -7.4325967e-01
 -2.0604579e+00  1.7617649e-01 -1.4172792e+00  3.8595328e-01]",cliswa,0
"[-3.5010901e+02  1.0606741e+02 -6.3132706e+01  4.4852570e+01
 -2.9404037e+00  1.2056913e+01 -1.5219604e+01 -8.7795591e+00
 -5.4811187e+00 -2.7638729e+00  2.8036802e+00 -1.0849358e+01
  7.8397431e+00 -1.3027418e+00  5.1292032e-02 -3.6938844e+00
 -5.3935146e+00 -3.8400145e+00 -3.7922108e+00 -2.2519302e+00
 -4.3600159e+00  7.1341321e-02 -3.4893422e+00 -1.2466558e+00
  2.4062024e-01  4.9445292e-01 -4.0500517e+00 -2.1409264e+00
 -1.4625863e+00 -2.8722184e+00  3.2872221e-01 -2.6214483e+00
  8.6303681e-02 -3.2793930e+00 -1.4347018e+00 -8.2510239e-01
 -1.6954733e+00  1.1142530e+00 -1.6632149e+00  5.5907285e-01]",cliswa,0
"[-4.1012445e+02  1.0415976e+02 -8.9668457e+01  2.4888264e+01
 -3.7063393e+01  1.6400616e+01 -1.4114910e+01  1.1374302e+01
 -5.4544392e+00 -3.0076559e+00  5.4361739e+00 -7.6119652e+00
  9.7622862e+00 -8.0264540e+00  6.0842819e+00 -5.6409478e+00
  3.6697693e+00 -2.5065222e+00 -1.7390109e+00  3.4482567e+00
 -1.4052415e+00  4.7136073e+00 -5.6073036e+00  2.7174158e+00
 -1.8151827e+00  2.2323642e+00 -2.3136823e+00 -3.0968881e+00
 -1.8173751e+00 -3.1007757e+00  2.2380309e+00 -2.1842911e+00
  1.7494315e+00 -2.2486622e+00  3.0701527e-01 -1.6788985e+00
 -1.3133260e+00 -1.1744759e+00 -2.1213427e+00  3.7751615e-01]",cliswa,0
"[-3.7390771e+02  8.3294518e+01 -1.0411639e+02  4.9369694e+01
 -4.8013706e+01  1.4617868e+01 -8.6254253e+00  9.8248940e+00
 -1.4099416e+00 -4.2602782e+00  3.0868833e+00 -3.8748431e+00
  9.9975071e+00 -1.1102905e+01  8.8513603e+00 -6.6799498e+00
  4.1965709e+00 -2.5087065e-01 -4.4774346e+00  6.3526626e+00
  2.2873489e-02  2.1983361e+00 -4.0052447e+00  2.2927663e+00
 -3.9682226e+00  3.0192502e+00 -2.0414386e+00 -3.3956127e+00
 -3.3319062e-01 -3.3950417e+00  1.3050250e+00 -6.5228450e-01
 -5.5027616e-01 -3.7777023e+00  2.7464762e+00 -1.9742267e+00
 -6.6901320e-01 -5.0637364e-01 -2.3148468e+00  1.0628365e+00]",cliswa,0
"[-5.7813885e+02  1.2413875e+02  4.4910693e+00  3.7580952e+01
  9.8760786e+00  1.1372619e+01  7.9875536e+00  1.1794358e+01
  3.1643000e+00 -3.1105101e+00  5.4726639e+00 -1.5273362e+00
 -2.5132957e+00 -5.5380487e+00 -2.6125467e+00 -7.3618026e+00
 -6.0703406e+00 -3.0146968e+00 -6.1050682e+00 -4.6006131e+00
 -5.9803252e+00 -3.2219203e+00 -3.7772346e+00 -2.3867650e+00
 -2.6759441e+00 -2.6307018e+00 -2.8739779e+00 -5.0307975e+00
 -2.6263683e+00 -2.8817728e+00 -1.8783382e+00 -2.5547791e+00
 -1.6924387e+00 -1.7374762e+00 -2.4258659e+00 -7.0966858e-01
 -1.7485647e+00 -1.7088807e+00 -1.1523052e+00 -2.3324823e-01]",cliswa,0
"[-6.2976898e+02  1.4331332e+02 -4.5220497e+01  7.0719742e+01
 -2.5769495e+01  2.8761818e+01 -2.2139341e+01  2.4627115e+01
 -5.9566150e+00 -3.4687808e+00  3.1735899e+00 -6.9838471e+00
  5.5152707e+00 -1.4623088e+01  8.1348219e+00 -1.2199892e+01
  3.2286694e+00 -6.9381466e+00 -1.1976432e+00 -3.0655634e+00
 -5.8906345e+00  1.2983017e+00 -7.0436068e+00  2.7113481e+00
 -6.5185528e+00  1.9680740e+00 -5.6802473e+00 -1.2785798e+00
 -3.3668289e+00 -3.3403358e+00 -1.3938875e+00 -4.9076343e+00
  7.4508049e-02 -4.8871317e+00  1.6132656e-02 -4.1808128e+00
 -5.4766923e-01 -2.7506819e+00 -5.4493016e-01 -1.1548426e-01]",cliswa,0
"[-4.74332367e+02  1.58751907e+02 -6.05351753e+01  1.04277420e+01
 -3.02267952e+01 -2.00656033e+01 -3.33505402e+01 -1.42376003e+01
 -2.56529579e+01 -2.81273460e+01 -1.36242876e+01 -2.31361637e+01
 -1.09168158e+01 -2.21160793e+01 -1.39356079e+01 -1.63494396e+01
 -1.16220732e+01 -1.00514078e+01 -1.14327421e+01 -3.17904210e+00
 -7.54608488e+00 -1.86816859e+00 -6.65974283e+00 -2.71839285e+00
 -1.41577053e+00 -1.34619379e+00 -2.31587887e+00 -3.31184483e+00
  1.28274333e+00 -3.11883235e+00 -2.47535914e-01 -1.45622447e-01
  8.88427973e-01 -1.66679704e+00  1.18444726e-01  2.46469355e+00
 -1.40096843e+00 -4.87793058e-01 -5.71670294e-01  2.01387000e+00]",cliswa,0
"[-4.5434076e+02  1.6966115e+02 -5.3677315e+01 -3.3880124e+00
 -3.6176941e+01 -2.1836929e+01 -3.2962257e+01 -1.6003111e+01
 -2.0308983e+01 -2.7874048e+01 -1.8384146e+01 -2.2804785e+01
 -1.0682304e+01 -2.1981113e+01 -1.5514634e+01 -1.5797763e+01
 -1.1087372e+01 -8.0109234e+00 -1.0147874e+01 -3.7897298e+00
 -8.3353405e+00 -3.5945129e+00 -6.3250771e+00 -1.9446840e+00
 -1.7283053e+00 -2.9628220e+00 -1.9492064e+00 -4.0719204e+00
 -3.9397708e-01 -2.8859489e+00  2.7945578e-01 -3.3702967e-01
 -6.5780580e-02 -3.7205359e-01  6.2161326e-01  2.4418540e+00
 -1.0729063e+00  2.1523614e-01 -2.6877970e-01  8.7761348e-01]",cliswa,0
"[-4.9471307e+02  1.7990729e+02 -5.4007565e+01  1.8773119e+01
 -4.5962833e+01 -6.3418369e+00 -4.4124153e+01 -1.7908989e+01
 -2.4419279e+01 -2.5057501e+01 -1.7969872e+01 -2.6875391e+01
 -7.7632995e+00 -2.5703730e+01 -1.0860079e+01 -1.7875286e+01
 -7.0295439e+00 -1.0312344e+01 -1.0562438e+01 -1.6971923e+00
 -8.1915197e+00 -3.8029065e+00 -1.0852484e+01  9.2167839e-02
 -3.7297888e+00 -1.2570513e+00 -2.7712028e+00 -3.3040192e+00
 -4.3013934e-03 -2.5601184e+00  2.1589153e+00 -2.0616117e+00
  1.0162251e+00 -1.9954512e+00  1.0104524e+00  6.6766042e-01
  1.0002636e-01  1.1452709e+00 -1.2516268e-01  1.8658177e+00]",cliswa,0
"[-4.8445529e+02  1.6177731e+02 -6.0927841e+01  1.5242301e+01
 -3.6528721e+01 -1.5897669e+01 -4.0015995e+01 -1.6999144e+01
 -2.3334482e+01 -2.6700478e+01 -1.8036531e+01 -2.5745340e+01
 -7.5383568e+00 -2.3547543e+01 -1.3982242e+01 -1.5689871e+01
 -7.1363707e+00 -8.6070595e+00 -1.0897400e+01 -2.3517530e+00
 -8.2368650e+00 -3.9854097e+00 -9.9011593e+00 -1.0879738e+00
 -2.5346370e+00 -2.4912879e+00 -1.9626522e+00 -2.6269200e+00
  7.8048533e-01 -3.0578864e+00  1.7209644e+00 -8.0274755e-01
  1.1832836e+00 -1.2069612e+00  1.6138104e-01  1.5231010e+00
 -5.6490445e-01  9.2312193e-01 -5.1518232e-01  2.2357006e+00]",cliswa,0
"[-4.43351807e+02  1.50294968e+02 -6.35520325e+01  5.68952370e+00
 -2.99755306e+01 -2.54415035e+01 -3.14193535e+01 -1.77125149e+01
 -2.13837776e+01 -2.75049801e+01 -1.95453320e+01 -2.32239475e+01
 -8.07755280e+00 -2.11414719e+01 -1.79247265e+01 -1.23623018e+01
 -8.69613266e+00 -8.59017944e+00 -9.72176647e+00 -2.33027124e+00
 -8.70911503e+00 -4.82293987e+00 -5.88905907e+00 -4.26200771e+00
 -3.18316507e+00 -1.52450180e+00  1.14623204e-01 -4.43279123e+00
 -1.86098322e-01  1.89130813e-01  2.39967394e+00  6.17457092e-01
 -6.46484435e-01  1.30456880e-01  1.22658706e+00  1.89038837e+00
 -1.39801049e+00  8.61755908e-01  2.87041694e-01  6.86776042e-01]",cliswa,0
"[-4.81897552e+02  1.67320923e+02 -5.35836372e+01  1.62257271e+01
 -3.70451508e+01 -1.36711826e+01 -4.00468826e+01 -1.72427368e+01
 -2.30372353e+01 -2.75552235e+01 -1.82539368e+01 -2.57381516e+01
 -9.19562721e+00 -2.42571182e+01 -1.46025305e+01 -1.74367199e+01
 -7.13089275e+00 -8.79698563e+00 -1.14564753e+01 -2.22234201e+00
 -7.83272791e+00 -2.85292172e+00 -9.14448166e+00 -1.77908218e+00
 -3.10104299e+00 -1.62523019e+00 -1.92117858e+00 -3.50007534e+00
  1.30656743e+00 -2.11495090e+00  1.34948885e+00 -1.63269877e+00
  1.58691719e-01 -1.92104650e+00  1.99911311e-01  1.38955259e+00
 -3.37376058e-01  1.30514634e+00 -1.18863189e+00  1.17765725e+00]",cliswa,0
"[-4.79196075e+02  1.70846909e+02 -5.52668190e+01  1.89124699e+01
 -4.01739807e+01 -1.31427011e+01 -3.95826340e+01 -1.58675804e+01
 -2.39984779e+01 -2.61939163e+01 -1.61847191e+01 -2.53181343e+01
 -1.04025545e+01 -2.68449917e+01 -1.25123854e+01 -1.65538464e+01
 -7.73329115e+00 -9.49719429e+00 -1.05450325e+01 -1.53282833e+00
 -9.35573959e+00 -3.65538716e+00 -9.20320702e+00 -1.56929719e+00
 -4.61403036e+00 -2.59378767e+00 -2.14042711e+00 -4.24099874e+00
  8.98839906e-02 -2.53491139e+00  1.84195542e+00 -1.43308091e+00
  2.60055780e-01 -2.21564126e+00  1.93976521e-01  9.62245941e-01
 -7.13721037e-01  6.82689905e-01 -1.06465769e+00  1.80772495e+00]",cliswa,0
"[-4.8451758e+02  1.6948099e+02 -6.6451752e+01  3.1296329e+01
 -4.2472851e+01 -1.1142921e+01 -4.2227039e+01 -1.3528927e+01
 -2.3648691e+01 -2.7184832e+01 -1.9576155e+01 -2.4784054e+01
 -6.5714188e+00 -2.7067068e+01 -1.0877525e+01 -1.8807261e+01
 -7.2435951e+00 -9.7425442e+00 -1.0271201e+01 -2.4004409e+00
 -9.8165388e+00 -3.1139603e+00 -9.5024672e+00 -4.1668802e-01
 -5.0311456e+00 -1.7410773e+00 -3.2135267e+00 -3.1865735e+00
  7.6105326e-01 -2.6565979e+00  1.9310917e+00 -1.7684582e+00
  6.7766452e-01 -3.3295867e+00  6.6405880e-01  1.0906475e+00
  9.8325580e-02  7.0441931e-01 -8.4343868e-01  1.6738485e+00]",cliswa,0
"[-4.6401755e+02  1.6146107e+02 -6.0500214e+01  2.4655870e+01
 -3.3682304e+01 -2.0072905e+01 -3.7998634e+01 -1.7462877e+01
 -2.4394852e+01 -2.8096762e+01 -1.7201927e+01 -2.3883242e+01
 -1.1309078e+01 -2.5229567e+01 -1.2243298e+01 -1.6763300e+01
 -9.0847960e+00 -8.4599771e+00 -1.1867572e+01 -2.4482455e+00
 -8.7491455e+00 -4.3448415e+00 -8.0668554e+00 -1.5181171e+00
 -3.6364255e+00 -2.0871341e+00 -8.0830538e-01 -3.2349877e+00
  6.5806240e-01 -2.2614777e+00  1.4721251e+00 -9.9741524e-01
  2.1203771e-02 -1.7046205e+00  4.7803304e-01  1.6519332e+00
 -9.1298097e-01  6.9343102e-01 -6.4609611e-01  1.5241152e+00]",cliswa,0
"[-4.63320801e+02  1.71855072e+02 -6.49862137e+01  2.26213474e+01
 -4.28025665e+01 -1.72743301e+01 -3.84709129e+01 -1.74590225e+01
 -2.46425343e+01 -2.61943512e+01 -1.79279251e+01 -2.45645199e+01
 -8.07012939e+00 -2.52395840e+01 -1.17331114e+01 -1.66800575e+01
 -8.08109665e+00 -1.01937895e+01 -1.12643270e+01 -1.99914062e+00
 -9.91432571e+00 -3.73274112e+00 -7.45495939e+00  1.52686939e-01
 -3.78599858e+00 -1.72264135e+00 -2.12823367e+00 -4.14850426e+00
  1.34188741e-01 -2.91908979e+00  1.95362437e+00 -7.10260987e-01
  6.58767998e-01 -2.36500549e+00  4.77961972e-02  4.04565930e-01
 -9.58091974e-01  1.48171115e+00  2.11563855e-01  1.78634012e+00]",cliswa,0
"[-4.4532996e+02  1.6314587e+02 -6.6286682e+01  2.9417524e+01
 -4.1329788e+01 -1.8579596e+01 -3.6615906e+01 -1.7106773e+01
 -2.6154362e+01 -2.7956282e+01 -1.5869845e+01 -2.6260876e+01
 -1.3988893e+01 -2.5001484e+01 -9.3147402e+00 -1.7142521e+01
 -8.4786510e+00 -7.9074130e+00 -9.5731468e+00 -1.9940431e+00
 -1.1141679e+01 -4.2056322e+00 -7.9004574e+00 -1.6850599e+00
 -4.1165080e+00 -1.4005572e+00 -7.1290171e-01 -3.8123324e+00
  1.5796216e-01 -2.0269260e+00  1.4323535e+00 -1.2968910e+00
  7.6382095e-01 -1.3453765e+00  1.5233570e-01  7.6890862e-01
 -4.3853328e-01  7.2972780e-01 -9.2590529e-01  1.2005687e+00]",cliswa,0
"[-4.5989798e+02  1.5308871e+02 -5.8709816e+01  2.4656605e+01
 -3.5117329e+01 -1.9500166e+01 -3.4630440e+01 -1.7494200e+01
 -2.3483976e+01 -2.5874012e+01 -1.7435183e+01 -2.7515701e+01
 -9.0244589e+00 -2.1136154e+01 -1.5750776e+01 -1.7247972e+01
 -9.1871576e+00 -9.0791178e+00 -1.0585864e+01 -2.6178367e+00
 -8.8749609e+00 -3.5232852e+00 -7.0570135e+00 -1.1092207e+00
 -3.1238949e+00 -2.8254356e+00 -1.4860625e+00 -3.9931245e+00
  6.1682090e-03 -2.7223744e+00  1.1646482e+00 -2.5618163e-01
  4.5138294e-01 -1.0322385e+00  4.4668209e-02  2.1982188e+00
 -5.1568276e-01 -9.2444912e-02 -6.7915910e-01  1.6617888e+00]",cliswa,0
"[-4.4984885e+02  1.5399194e+02 -6.2918968e+01  2.1423103e+01
 -3.5974197e+01 -1.8715132e+01 -3.5824162e+01 -1.8991817e+01
 -2.6757444e+01 -2.7124044e+01 -1.4467186e+01 -2.6557453e+01
 -1.0067725e+01 -2.0841206e+01 -1.3305890e+01 -1.6183199e+01
 -1.0437430e+01 -8.6819134e+00 -9.7247553e+00 -3.2818458e+00
 -9.3856058e+00 -4.4545436e+00 -7.5301704e+00 -6.6941035e-01
 -3.5544300e+00 -2.4085510e+00 -5.2834023e-02 -3.5041363e+00
 -2.5152236e-01 -2.7451065e+00  1.2107682e+00 -6.2719733e-01
  7.9896176e-01 -7.1224469e-01 -8.3544517e-01  1.5922725e+00
 -4.8596060e-01  6.1190909e-01 -1.7199066e-01  1.3504180e+00]",cliswa,0
"[-5.04514526e+02  8.91570358e+01 -1.07280235e+02  1.60738258e+01
 -1.01749344e+01 -3.91856918e+01 -1.20951548e+01 -1.17893314e+01
 -1.74976273e+01 -1.90017643e+01 -2.02748146e+01 -1.83537045e+01
 -1.14281359e+01 -1.63414516e+01 -6.92538214e+00 -2.88398361e+00
 -6.93260050e+00 -2.78249288e+00 -5.50660944e+00 -2.78095531e+00
  4.36410904e-01 -3.71397048e-01  1.43750918e+00  2.71411061e+00
 -2.21108511e-01 -1.47388101e+00  8.02921295e-01 -6.71627581e-01
 -7.40256786e-01  2.42423654e+00  3.02782178e+00  1.77235496e+00
  2.32171631e+00  2.16971111e+00 -3.38298231e-01 -1.01231122e+00
  9.45423841e-01  2.03083539e+00  7.50456691e-01  6.25961274e-02]",cliswa,0
